Driver,TeamName,Position,Points,TopSpeedST,PositionsGained,AvgDegradation,AvgConsistency,RaceName,RaceDate,Season
SAI,Ferrari,1.0,25.0,349.0,-1.0,-0.010066142356931847,0.2860950162856776,Mexico City Grand Prix,2024-10-27,2024
NOR,McLaren,2.0,18.0,354.0,0.0,-0.008218740776720605,0.4747220528872189,Mexico City Grand Prix,2024-10-27,2024
LEC,Ferrari,3.0,16.0,352.0,0.0,0.01881412483912486,0.4080382063809374,Mexico City Grand Prix,2024-10-27,2024
HAM,Mercedes,4.0,12.0,354.0,1.0,0.00419959963462526,0.5274530268479014,Mexico City Grand Prix,2024-10-27,2024
RUS,Mercedes,5.0,10.0,355.0,-1.0,-0.001987267206477817,0.33219387929736405,Mexico City Grand Prix,2024-10-27,2024
VER,Red Bull Racing,6.0,8.0,356.0,1.0,-0.00882098586847662,0.6271780015808629,Mexico City Grand Prix,2024-10-27,2024
MAG,Haas F1 Team,7.0,6.0,358.0,0.0,0.016206576429932715,0.49509349302615985,Mexico City Grand Prix,2024-10-27,2024
PIA,McLaren,8.0,4.0,362.0,0.0,-0.026467650293255103,0.6620713716396991,Mexico City Grand Prix,2024-10-27,2024
HUL,Haas F1 Team,9.0,2.0,357.0,2.0,0.021813419321929352,0.6131229346897255,Mexico City Grand Prix,2024-10-27,2024
GAS,Alpine,10.0,1.0,352.0,-1.0,0.022943854925562113,0.552212408784789,Mexico City Grand Prix,2024-10-27,2024
STR,Aston Martin,11.0,0.0,354.0,3.0,0.01116091285295688,0.6605576107893275,Mexico City Grand Prix,2024-10-27,2024
COL,Williams,12.0,0.0,353.0,2.0,0.018411910597355877,0.6248114693803046,Mexico City Grand Prix,2024-10-27,2024
OCO,Alpine,13.0,0.0,354.0,,-0.006266788089958765,0.47204310747863276,Mexico City Grand Prix,2024-10-27,2024
BOT,Kick Sauber,14.0,0.0,354.0,0.0,0.02474492747751391,0.531963706219551,Mexico City Grand Prix,2024-10-27,2024
ZHO,Kick Sauber,15.0,0.0,354.0,3.0,0.0104255374055373,0.6761356145759079,Mexico City Grand Prix,2024-10-27,2024
LAW,RB,16.0,0.0,355.0,2.0,0.5678392626120966,1.173388548212748,Mexico City Grand Prix,2024-10-27,2024
PER,Red Bull Racing,17.0,0.0,354.0,5.0,0.12371468241903026,1.0543201968497373,Mexico City Grand Prix,2024-10-27,2024
ALO,Aston Martin,18.0,0.0,341.0,1.0,0.2187976190476191,0.5909741201730284,Mexico City Grand Prix,2024-10-27,2024
ALB,Williams,19.0,0.0,,,,,Mexico City Grand Prix,2024-10-27,2024
TSU,RB,20.0,0.0,,,,,Mexico City Grand Prix,2024-10-27,2024
VER,Red Bull Racing,1.0,26.0,282.0,6.0,-0.08135288162949476,0.855242645228595,São Paulo Grand Prix,2024-11-03,2024
OCO,Alpine,2.0,18.0,281.0,0.0,-0.08451584646001255,0.883471126571258,São Paulo Grand Prix,2024-11-03,2024
GAS,Alpine,3.0,15.0,278.0,4.0,-0.10471205614990362,0.9104550801476542,São Paulo Grand Prix,2024-11-03,2024
RUS,Mercedes,4.0,12.0,271.0,1.0,-0.07746388544410591,0.7655375029343666,São Paulo Grand Prix,2024-11-03,2024
LEC,Ferrari,5.0,10.0,294.0,1.0,-0.10664611487987796,1.0078000856900196,São Paulo Grand Prix,2024-11-03,2024
NOR,McLaren,6.0,8.0,287.0,-1.0,-0.09319518301165229,0.8605181262560939,São Paulo Grand Prix,2024-11-03,2024
TSU,RB,7.0,6.0,273.0,0.0,-0.10186370943595871,0.901147550988232,São Paulo Grand Prix,2024-11-03,2024
PIA,McLaren,8.0,4.0,277.0,1.0,-0.10789465985350237,1.0095183424134524,São Paulo Grand Prix,2024-11-03,2024
LAW,RB,9.0,2.0,271.0,-1.0,-0.10234913833501372,0.9527765145195799,São Paulo Grand Prix,2024-11-03,2024
HAM,Mercedes,10.0,1.0,286.0,4.0,-0.10858339734118957,1.0989356272996302,São Paulo Grand Prix,2024-11-03,2024
PER,Red Bull Racing,11.0,0.0,286.0,-6.0,-0.09004346868327558,1.037920792149966,São Paulo Grand Prix,2024-11-03,2024
BEA,Haas F1 Team,12.0,0.0,288.0,2.0,-0.10820784634029984,1.009147862298177,São Paulo Grand Prix,2024-11-03,2024
BOT,Kick Sauber,13.0,0.0,285.0,-4.0,-0.09286213031143346,1.0542087186654023,São Paulo Grand Prix,2024-11-03,2024
ALO,Aston Martin,14.0,0.0,288.0,1.0,-0.08229044735263744,1.1782418341579177,São Paulo Grand Prix,2024-11-03,2024
ZHO,Kick Sauber,15.0,0.0,274.0,3.0,-0.11192866217348027,1.1418672680688449,São Paulo Grand Prix,2024-11-03,2024
SAI,Ferrari,16.0,0.0,278.0,3.0,-0.060389106050306056,1.1681354857151696,São Paulo Grand Prix,2024-11-03,2024
COL,Williams,17.0,0.0,271.0,4.0,-0.07776703194458802,1.1136490427761296,São Paulo Grand Prix,2024-11-03,2024
ALB,Williams,18.0,0.0,,,,,São Paulo Grand Prix,2024-11-03,2024
STR,Aston Martin,19.0,0.0,,,,,São Paulo Grand Prix,2024-11-03,2024
HUL,Haas F1 Team,20.0,0.0,275.0,4.0,-0.09571099968985829,0.9234703517039355,São Paulo Grand Prix,2024-11-03,2024
RUS,Mercedes,1.0,25.0,327.0,0.0,-0.09338278762860819,0.767532662283473,Las Vegas Grand Prix,2024-11-23,2024
HAM,Mercedes,2.0,18.0,350.0,0.0,-0.014814605684170895,0.6927766479343882,Las Vegas Grand Prix,2024-11-23,2024
SAI,Ferrari,3.0,15.0,338.0,-1.0,0.02729539088362634,0.8087924237656164,Las Vegas Grand Prix,2024-11-23,2024
LEC,Ferrari,4.0,12.0,345.0,2.0,-0.07218543171654637,1.1241574841963364,Las Vegas Grand Prix,2024-11-23,2024
VER,Red Bull Racing,5.0,10.0,325.0,0.0,-0.012974291650378741,0.48897751009977114,Las Vegas Grand Prix,2024-11-23,2024
NOR,McLaren,6.0,9.0,337.0,0.0,-0.017748399184235472,0.6909986323621298,Las Vegas Grand Prix,2024-11-23,2024
PIA,McLaren,7.0,6.0,329.0,0.0,0.07904657960397084,0.7025049012814435,Las Vegas Grand Prix,2024-11-23,2024
HUL,Haas F1 Team,8.0,4.0,347.0,0.0,0.04976302161890377,0.575098440687849,Las Vegas Grand Prix,2024-11-23,2024
TSU,RB,9.0,2.0,330.0,0.0,0.05922380460956337,0.7932543773590351,Las Vegas Grand Prix,2024-11-23,2024
PER,Red Bull Racing,10.0,1.0,339.0,-2.0,0.00924523989082799,0.7348369878431406,Las Vegas Grand Prix,2024-11-23,2024
ALO,Aston Martin,11.0,0.0,330.0,1.0,0.02379496070492962,0.7734336590357666,Las Vegas Grand Prix,2024-11-23,2024
MAG,Haas F1 Team,12.0,0.0,343.0,-2.0,0.03485821114369501,1.0626870943563729,Las Vegas Grand Prix,2024-11-23,2024
ZHO,Kick Sauber,13.0,0.0,325.0,1.0,0.05363322510822532,0.5567937713531569,Las Vegas Grand Prix,2024-11-23,2024
COL,Williams,14.0,0.0,339.0,0.0,-0.017998409078843765,0.8314586540777286,Las Vegas Grand Prix,2024-11-23,2024
STR,Aston Martin,15.0,0.0,326.0,0.0,-0.15844715643833238,0.8008319135352545,Las Vegas Grand Prix,2024-11-23,2024
LAW,RB,16.0,0.0,321.0,1.0,0.03819664335664346,0.5331253962265584,Las Vegas Grand Prix,2024-11-23,2024
OCO,Alpine,17.0,0.0,334.0,0.0,0.24430515232975028,0.5946537801259049,Las Vegas Grand Prix,2024-11-23,2024
BOT,Kick Sauber,18.0,0.0,323.0,0.0,0.0763239388062916,1.0106030759269133,Las Vegas Grand Prix,2024-11-23,2024
ALB,Williams,19.0,0.0,337.0,1.0,-0.2131939560439559,1.0023855729703988,Las Vegas Grand Prix,2024-11-23,2024
GAS,Alpine,20.0,0.0,319.0,-1.0,0.32904166666666884,1.5156996251199617,Las Vegas Grand Prix,2024-11-23,2024
VER,Red Bull Racing,1.0,25.0,308.0,1.0,-0.058467280443879485,0.5225463811803862,Qatar Grand Prix,2024-12-01,2024
LEC,Ferrari,2.0,18.0,312.0,1.0,-0.08959515628332773,0.7243881028993491,Qatar Grand Prix,2024-12-01,2024
PIA,McLaren,3.0,15.0,324.0,-1.0,-0.09764188706206534,0.7081018101908945,Qatar Grand Prix,2024-12-01,2024
RUS,Mercedes,4.0,12.0,328.0,-2.0,-0.06646179814268048,0.46760336253118906,Qatar Grand Prix,2024-12-01,2024
GAS,Alpine,5.0,10.0,329.0,-1.0,-0.11891987310486407,0.9288549023302057,Qatar Grand Prix,2024-12-01,2024
SAI,Ferrari,6.0,8.0,328.0,1.0,-0.11874259778393914,0.907415072588905,Qatar Grand Prix,2024-12-01,2024
ALO,Aston Martin,7.0,6.0,330.0,0.0,-0.12848397372960674,0.9581065692884341,Qatar Grand Prix,2024-12-01,2024
ZHO,Kick Sauber,8.0,4.0,328.0,-3.0,-0.1527156644150936,1.0214700881882526,Qatar Grand Prix,2024-12-01,2024
MAG,Haas F1 Team,9.0,2.0,331.0,-1.0,-0.059630844155844576,0.7548239304385899,Qatar Grand Prix,2024-12-01,2024
NOR,McLaren,10.0,2.0,325.0,1.0,-0.051675381737283935,0.8608287465773239,Qatar Grand Prix,2024-12-01,2024
BOT,Kick Sauber,11.0,0.0,326.0,0.0,-0.021584292402372893,0.9162217698836196,Qatar Grand Prix,2024-12-01,2024
HAM,Mercedes,12.0,0.0,336.0,-3.0,-0.5723611108737042,1.3170280951960371,Qatar Grand Prix,2024-12-01,2024
TSU,RB,13.0,0.0,327.0,4.0,-0.030083537287939943,0.7674313624513331,Qatar Grand Prix,2024-12-01,2024
LAW,RB,14.0,0.0,331.0,3.0,-0.052624982762552945,0.8269681495775231,Qatar Grand Prix,2024-12-01,2024
ALB,Williams,15.0,0.0,324.0,0.0,0.061505084755768415,1.103748194111391,Qatar Grand Prix,2024-12-01,2024
HUL,Haas F1 Team,16.0,0.0,328.0,0.0,-0.10791701863354056,0.9232736612853147,Qatar Grand Prix,2024-12-01,2024
PER,Red Bull Racing,17.0,0.0,327.0,2.0,-0.07172830375658361,0.6978452199866391,Qatar Grand Prix,2024-12-01,2024
STR,Aston Martin,18.0,0.0,300.0,-2.0,,,Qatar Grand Prix,2024-12-01,2024
COL,Williams,19.0,0.0,,,,,Qatar Grand Prix,2024-12-01,2024
OCO,Alpine,20.0,0.0,,,,,Qatar Grand Prix,2024-12-01,2024
NOR,McLaren,1.0,25.0,315.0,0.0,-0.0028032186220833654,0.20077944101545164,Abu Dhabi Grand Prix,2024-12-08,2024
SAI,Ferrari,2.0,18.0,315.0,1.0,-0.004817397981570865,0.1766468957751995,Abu Dhabi Grand Prix,2024-12-08,2024
LEC,Ferrari,3.0,15.0,333.0,11.0,-0.00998450450610298,0.3722534713910238,Abu Dhabi Grand Prix,2024-12-08,2024
HAM,Mercedes,4.0,12.0,337.0,4.0,-0.024430323891681247,0.34007043837721485,Abu Dhabi Grand Prix,2024-12-08,2024
RUS,Mercedes,5.0,10.0,331.0,2.0,0.005744671199113294,0.16676598535335457,Abu Dhabi Grand Prix,2024-12-08,2024
VER,Red Bull Racing,6.0,8.0,333.0,-7.0,-0.0039571197223829645,0.28905422248208273,Abu Dhabi Grand Prix,2024-12-08,2024
GAS,Alpine,7.0,6.0,322.0,2.0,0.033688739611194785,0.35604557084585514,Abu Dhabi Grand Prix,2024-12-08,2024
HUL,Haas F1 Team,8.0,4.0,320.0,2.0,0.09540749267114984,0.44712487750252483,Abu Dhabi Grand Prix,2024-12-08,2024
ALO,Aston Martin,9.0,2.0,332.0,2.0,0.0873799739042877,0.4664131354919898,Abu Dhabi Grand Prix,2024-12-08,2024
PIA,McLaren,10.0,1.0,341.0,-17.0,0.0054134964008759525,0.478800369940463,Abu Dhabi Grand Prix,2024-12-08,2024
ALB,Williams,11.0,0.0,334.0,3.0,0.04210028514381743,0.4036503426595025,Abu Dhabi Grand Prix,2024-12-08,2024
TSU,RB,12.0,0.0,326.0,-6.0,0.03987257206091892,0.4680368949481398,Abu Dhabi Grand Prix,2024-12-08,2024
ZHO,Kick Sauber,13.0,0.0,326.0,1.0,0.023045007215007695,0.34368169779411484,Abu Dhabi Grand Prix,2024-12-08,2024
STR,Aston Martin,14.0,0.0,340.0,4.0,0.05767164073867518,0.444687474265763,Abu Dhabi Grand Prix,2024-12-08,2024
DOO,Alpine,15.0,0.0,325.0,1.0,0.016575552421339766,0.5119163081734783,Abu Dhabi Grand Prix,2024-12-08,2024
MAG,Haas F1 Team,16.0,0.0,336.0,7.0,0.12955619863228543,0.6482520380128413,Abu Dhabi Grand Prix,2024-12-08,2024
LAW,RB,17.0,0.0,316.0,2.0,0.006091426000897964,0.3908999713698524,Abu Dhabi Grand Prix,2024-12-08,2024
BOT,Kick Sauber,18.0,0.0,324.0,-4.0,0.07142179559570865,0.5847214232924449,Abu Dhabi Grand Prix,2024-12-08,2024
COL,Williams,19.0,0.0,312.0,2.0,0.019311688311688262,0.8234779581865227,Abu Dhabi Grand Prix,2024-12-08,2024
PER,Red Bull Racing,20.0,0.0,,,,,Abu Dhabi Grand Prix,2024-12-08,2024
VER,Red Bull Racing,1.0,25.0,303.0,0.0,0.026308301737832218,0.24269183511374717,Bahrain Grand Prix,2023-03-05,2023
PER,Red Bull Racing,2.0,18.0,330.0,-1.0,0.021526030495608955,0.3233201800143614,Bahrain Grand Prix,2023-03-05,2023
ALO,Aston Martin,3.0,15.0,328.0,-2.0,0.06264507967158353,0.45029606723252363,Bahrain Grand Prix,2023-03-05,2023
SAI,Ferrari,4.0,12.0,324.0,0.0,0.07670098741709272,0.41068277458533786,Bahrain Grand Prix,2023-03-05,2023
HAM,Mercedes,5.0,10.0,333.0,2.0,0.070528876082583,0.4018124779585874,Bahrain Grand Prix,2023-03-05,2023
STR,Aston Martin,6.0,8.0,324.0,-1.0,0.0768444038057534,0.45572408028738737,Bahrain Grand Prix,2023-03-05,2023
RUS,Mercedes,7.0,6.0,325.0,0.0,0.09739769273448745,0.4284933998047691,Bahrain Grand Prix,2023-03-05,2023
